UID,Timestamp,Status,Videos Count,Query,Random Topic,Augmented Query 1,Augmented Query 2,Time to copy audio,Time to load and transform video,Time to load and transform audio,Time to load and transform text,Time to get ImageBind inputs,Time to get ImageBind embeddings,Video ID 1,Video Value 1,Video Selected 1,Video ID 2,Video Value 2,Video Selected 2,Video ID 3,Video Value 3,Video Selected 3,Video ID 4,Video Value 4,Video Selected 4,Video ID 5,Video Value 5,Video Selected 5,Video ID 6,Video Value 6,Video Selected 6,Video ID 7,Video Value 7,Video Selected 7,Video ID 8,Video Value 8,Video Selected 8,Video ID 9,Video Value 9,Video Selected 9,Video ID 10,Video Value 10,Video Selected 10,Video ID 11,Video Value 11,Video Selected 11,Video ID 12,Video Value 12,Video Selected 12,AvScore
199,2024-06-17 22:45:25.398,not_blacklisted,8,Overview of the Fibonacci sequence,Podcasts about career growth and development: advice from HR specialists.\,Talentpod: Expert Advice on Careers from Leading HR Pros.,Local HR experts share podcast tips for career growth.,0.9324822425842285,17.692962169647217,1.4030699729919434,0.13181829452514648,20.162245750427246,0.0755157470703125,7gGd6SmIXeA,0.2093762308359146,true,zD4OxTMJHYw,0.18911732733249664,false,8i8gf3mK9p4,0.2147257924079895,false,_yrH3dIPuWA,0.24583172798156738,false,P9QpUi8wdN8,0.2047015130519867,false,D8uPQp6jGmo,0.22254207730293274,true,kvcZFstJUdw,0.19110596179962158,false,lWagsKk4K18,0.20730189979076385,false,lqcY-N7FKZ8,0.20665913820266724,false,UId88HJS85Y,0.1753740906715393,false,834ndxSulow,0.2372393012046814,false,ljKpapwNzgs,0.4130231738090515,true,
185,2024-06-17 22:48:45.349,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2024-06-17 22:49:33.689,not_blacklisted,8,The art of sand sculpting,Most successful national teams\,8 most prominent European soccer teams.,80s Euro soccer powers,2.31738543510437,19.466830253601074,1.481595754623413,0.1047675609588623,23.372265815734863,0.07497620582580566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-06-17 22:50:18.239,not_blacklisted,8,"""How comic book events like """"Crisis on Infinite Earths"""" reshape universes""",How to learn to dance tango.\,,,0.5549156665802002,11.162612438201904,0.8232278823852539,0.1795947551727295,12.721555948257446,0.06516528129577637,9Ex8CO9SNGw,0.39824002981185913,true,k5K1L7bWyFI,0.31390824913978577,true,mXkT7RP9zrs,0.2872079312801361,true,DXpuamAF3ZM,0.3854461908340454,true,WZ1KBZtdUs4,0.35187864303588867,true,Dvaf8TqikUU,0.3270777463912964,true,uQ9KaaxhLQ8,0.22856882214546204,true,IG-NZVMAo0Q,0.32888561487197876,true,,,,,,,,,,,,,0.40
31,2024-06-17 22:54:55.320,not_blacklisted,8,Influence of the Banjo in American Folk Music,10 life hacks to speed up your metabolism\,"Create a variation of topic ""10 life hacks to speed up your metabolism"" to be more specific, using particular names, types","Can you offer a more specific variation of the topic ""10 life hacks to speed up your metabolism"" using specific names",0.9262650012969971,25.02907395362854,1.4130406379699707,0.21082472801208496,27.581162691116333,0.0748739242553711,eagkGigRWHI,0.16421426832675934,true,_5LeeJNZ9sQ,0.2544247806072235,true,kgGL593uLuU,0.14436909556388855,true,lh5xnjFf124,0.3127806782722473,true,-SeAEwBF_7c,0.3119696378707886,true,-8bALP4NilI,0.27047470211982727,true,j2jqwsfGbhg,0.21196982264518738,false,04XADP2rxTg,0.17313525080680847,true,kbsavIjrN9I,0.18680453300476074,false,CYiuFQ8C8-s,0.33072230219841003,true,FTPInCZL9c8,0.3586805462837219,true,DVzwc6i_g8E,0.10534252226352692,true,0.44
185,2024-06-17 22:59:50.718,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-06-17 23:04:51.293,not_blacklisted,8,Cooling System Efficiency,Teaching children the basics of painting and drawing.\,`Teaching kids watercolor nature landscapes in park.`,Teaching 5-year-old Alice and Bob painting with watercolors in the park.,0.8552443981170654,18.90829348564148,1.4005200862884521,0.20062899589538574,21.366633653640747,0.07470464706420898,FgLSVSL9kKA,0.2314150333404541,false,Mp7XG8rwY_Y,0.2648090720176697,false,4v9fWaWroXE,0.2719568610191345,true,C5A7Z4vYkpc,0.2800471782684326,false,7vX7yu0yNrQ,0.2020663470029831,true,c4u-wv26esE,0.23777511715888977,true,gVsVdCjzH1M,0.2785838544368744,false,SZfSXpu41XM,0.2395583689212799,true,pG0qiw19_Ms,0.25884222984313965,true,guK2ltk7BNM,0.24916702508926392,true,jQdkaQeKZ4M,0.21544761955738068,true,fiO19JdfRPA,0.1981176733970642,true,0.43
166,2024-06-17 23:20:09.103,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2024-06-17 23:22:22.317,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2024-06-17 23:24:09.683,not_blacklisted,8,The impact of the internet on communication,Architectural structures for recreation and leisure\,"Create a variation of topic ""Architectural structures for recreation and leisure"". Should be more specific, using particular names, types, location or scene, etc. Maximum of 8",,0.45371055603027344,7.4593634605407715,0.5521349906921387,0.15104150772094727,8.617268800735474,0.07008481025695801,p816XtLOm5s,0.28867262601852417,true,FMinjOtq_p0,0.2646900713443756,true,CaKBOX_AVXU,0.28172942996025085,false,ZO4ojdq7UrE,0.22174280881881714,false,x4IWYO7jNYw,0.17674480378627777,true,fyU4SNu4oE4,0.21099445223808289,false,,,,,,,,,,,,,,,,,,,
87,2024-06-17 23:26:48.784,not_blacklisted,8,Famous Cello Concertos,The influence of religion on the legal system.\,Islamic law in Saudi Arabia vs. secular justice in France.,Discuss the impact of Sharia law on the legal system in Saudi Arabia.,1.0107696056365967,17.859925985336304,1.315185308456421,0.1983201503753662,20.38584065437317,0.07435202598571777,KBD5hjfRtS0,0.19231632351875305,false,463LZIlmUUQ,0.1216805949807167,true,PbSTF-iOdRs,0.36210745573043823,true,KVb4TgYtDDY,0.32041656970977783,true,yvz00Utm4X0,0.14009790122509003,false,MAvZNQ3bw_k,0.3192887008190155,true,v-jjWcsMUCc,0.35338452458381653,true,n8s8mKjIwCw,0.29279187321662903,false,Ov5uI2xtVZk,0.22712545096874237,true,XE0gfW389w0,0.1994263082742691,true,RyHLPwFWteE,0.11646953970193863,true,LT5E_LxNeRE,0.13451601564884186,false,0.45
117,2024-06-17 23:35:27.095,not_blacklisted,8,Analysis of Studio Ghibli,How to make a will\,"How to draft a will for John Smith, aged 50, New York City, with specific bequests? Please prioritize.","Create a will for John Doe in San Francisco, including digital assets.",0.9789350032806396,18.310888528823853,1.3417656421661377,0.20493340492248535,20.838325262069702,0.07456445693969727,o_zU3EoKpi4,0.325289249420166,true,kWuB8QRcaGI,0.38400304317474365,true,HHJ6vv00wYg,0.0693470686674118,true,wVLbFH2aUu4,0.19502440094947815,false,jAwZNsq48EA,0.22076407074928284,false,lM0qQhpDZbE,0.21944746375083923,true,gb435MwJLOk,0.15819352865219116,false,4pzBVjLXJxk,0.21157383918762207,true,s4UzJdmfKyY,0.33028700947761536,true,OQ_S1Cp60ck,0.2971046566963196,true,MJZ1BII567c,0.2122783064842224,true,GpLwXqFSRms,0.35953962802886963,true,0.41
228,2024-06-17 23:38:55.362,not_blacklisted,8,Upcycling and creative reuse in design,Educational success stories: examples of successful educational projects.\,Real-world educational achievements: showcasing specific successful programs and their outcomes.,"Create a more specific variation of the topic `Educational success stories: examples of successful educational projects` using particular names, types, locations, or scenes etc., while keeping the length limit of 8 words and without",0.9306638240814209,17.505268096923828,1.2416744232177734,0.16729354858398438,19.84676241874695,0.0758521556854248,TaHWD6uKmaY,0.10229530930519104,true,OfuquyoMMSk,0.1598932296037674,true,CjTWrd_9nfI,0.10015677660703659,true,et1BdNjLiiA,0.13311456143856049,true,Y01cmobxr5g,0.13179004192352295,true,IIQlOX07itI,0.13785915076732635,true,QMVoIkpsmhU,0.24695494771003723,false,vXdnz7NjI_g,0.33565372228622437,true,8OFwyEc7WP4,0.28501951694488525,true,VuoAxub9AVU,0.20540663599967957,true,xk4_K4VtkYw,0.167845219373703,true,qUrj6wBYIBA,0.27530643343925476,true,0.42
166,2024-06-17 23:44:01.059,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-17 23:44:22.601,not_blacklisted,8,Securely Deleting Sensitive Files,Lessons on photography of architectural details and textures\,Barcelona's Gaudi architectural elements photography tips,"Architectural lessons on photography: Modern skyscraper textures, Miami.",0.9520096778869629,18.60108494758606,1.3184034824371338,0.12320113182067871,20.99613857269287,0.07497835159301758,BKLGHmzv8Uk,0.2572382092475891,true,G0I14QVqCHQ,0.23402562737464905,true,4T1-HZrLjXQ,0.05018536001443863,false,sXKPf6pf_us,0.20839303731918335,true,eGzRrYGZDbI,0.10319630801677704,true,Cw0EzGwn28g,0.11101078987121582,true,1nDItmH86wQ,0.12848404049873352,true,n8LUh3H3t5E,0.2211662083864212,false,5khShpswupI,0.13730759918689728,true,M6knOPAwYx4,0.23718862235546112,true,GhZHQnO_zIE,0.20669761300086975,true,DRvCWE23i6w,0.21566180884838104,false,0.38
166,2024-06-17 23:48:14.055,not_blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2024-06-17 23:59:26.319,not_blacklisted,8,Cleaning Computer Components,Interesting facts about forgotten lost civilizations.\,"Forgotten civilizations: Maya, Anasazi, Moche, Atlantis, Rapa Nui | Types, locations",Lost Mu civilizations of South America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2024-06-17 23:59:50.824,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2024-06-18 00:02:39.048,not_blacklisted,8,Debugging JavaScript with Chrome DevTools,Review of projects for restoration of wetlands and reservoirs.\,Review of projects for restoration of Kruger National Park wetlands and reservoirs.,Review of wetland and reservoir restoration projects in India.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-18 00:02:50.425,not_blacklisted,8,Comparison of different types of saxophones,Car Motorcycles and Bicycles Reviews\,,,2.005476951599121,18.882526636123657,1.1455957889556885,0.21330881118774414,22.258761882781982,0.07507109642028809,0M3cyDt1yCA,0.1974392980337143,true,3j9iQoJwWiM,0.22036972641944885,false,RE7IBTHboOM,0.27332359552383423,true,vJgC5NkyFY4,0.2518283724784851,true,qJz2PTMD6kw,0.32732224464416504,true,Sdm3UCJjIlA,0.16340331733226776,false,HnEaTzbtlSE,0.13070513308048248,true,GH7QKRFY0Gs,0.1839456409215927,true,Vl6dyNf805A,0.29952138662338257,true,Tz8zoQnpDf4,0.14770624041557312,true,C-a446kcN3U,0.33044034242630005,true,9cWiKIcP--A,0.1799350082874298,true,0.39
199,2024-06-18 00:10:24.918,not_blacklisted,8,Famous explorers and their discoveries,"Artificial intelligence in games: algorithms, content generation, smart opponents.\","Intelligent game AI: NPCs, storytelling, real-time evolution algorithms.","AI in game development: Neural networks, procedural generation, Chess engine in Paris.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-06-18 00:10:44.607,not_blacklisted,8,The impact of Marvel Cinematic Universe on comic book sales,The influence of sleep on health.\,,,0.9244813919067383,17.217387676239014,1.3469882011413574,0.16443324089050293,19.654863357543945,0.07546520233154297,5gJPnqup8rs,0.13095824420452118,true,XYCnhP7M1rc,0.10768173635005951,true,EpEYWrp_KYw,0.16254922747612,true,ijX_Za7F3gc,0.10944132506847382,true,qiboV-jLp9c,0.08963040262460709,true,K_Wb7bI0PRU,0.11917386204004288,true,Nqn78c2roSc,0.08603085577487946,true,iEtMjJxb0ho,0.10556592047214508,false,96hvX3O1W8Q,0.13284695148468018,false,MkWfNxCaDnI,0.17416949570178986,true,Hhm8mg9Ecxs,0.18836256861686707,true,7f-Q_gx4zf4,0.08624321222305298,true,0.39
95,2024-06-18 00:12:44.156,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2024-06-18 00:13:19.173,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2024-06-18 00:29:08.271,not_blacklisted,8,Philosophy of science,How to choose the right facial care products.\,Best facial care for sensitive skin in New York City.,Best facial care for oily skin in New York City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-06-18 00:29:21.621,not_blacklisted,8,Sensory deprivation tanks and altered states of consciousness,Metabolism and metabolism\,,,0.9190189838409424,14.704920530319214,1.2301182746887207,0.21574091911315918,17.07131314277649,0.07399511337280273,mpYnhiZgK-s,0.30090707540512085,true,ByOB2XiikCw,0.25813567638397217,true,BP3X5OTdIjQ,0.18146777153015137,true,AotjXoe7Zko,0.2799406051635742,true,usCKxlXsf0w,0.2989737391471863,true,qTywavEK8t0,0.252433717250824,true,s6LA3QuaIgs,0.25065046548843384,true,-7MUWSaK4-E,0.3269917368888855,true,thUkQ2VRRoY,0.3200293481349945,true,Yuw7BoNoF0A,0.2971789836883545,true,DNKgkE1CMfU,0.2632242441177368,true,W6boHo1OYnQ,0.24103288352489471,false,
166,2024-06-18 00:35:13.696,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-06-18 00:38:51.076,not_blacklisted,8,How to choose the right saxophone reed,The impact of climate change on the spread of diseases.\,Impact of Zika on Florida's coastal regions,Impact of Zika on Brazil's Amazon region and forest wildlife,0.9809837341308594,18.48292827606201,1.4345030784606934,0.1883096694946289,21.08827018737793,0.07526159286499023,Ho21ZnN2KZw,0.30131760239601135,true,yXuIBToT7Fk,0.342620849609375,true,nDaTo3kKOsI,0.24532413482666016,false,D9OH3O_Wegw,0.19439873099327087,true,kzrud1QAHGI,0.22339753806591034,true,HDM_0d6xnck,0.11202393472194672,false,FmPZxnZBqig,0.2766040861606598,true,IATVA56ugZw,0.10930103808641434,false,yyAljAjgt0U,0.25125932693481445,false,IZuBJTRciOQ,0.1721569150686264,true,fb1ZAtwjono,0.26735803484916687,true,imAHGsVqOF4,0.17878544330596924,true,0.44
166,2024-06-18 00:40:20.866,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2024-06-18 00:46:45.868,not_blacklisted,8,The art of shadow puppetry,Tourism in the field of cinema and show business: visiting film studios and film sets\,"Visit top movie studios: Warner Bros., Pinewood, Universal.","Visit iconic film studios and explore legendary film sets in Hollywood, Los Angeles, California.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2024-06-18 00:47:06.925,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2024-06-18 00:50:18.667,not_blacklisted,8,Famous Classical Guitarists,How to make an enclosure for animals with your own hands.\,Building a custom terrarium for chameleons indoors.,\uc0\u55357 \u56338  Diy monkey enclosure tutorial.,0.490567684173584,8.663071393966675,0.535855770111084,0.13074707984924316,9.821348905563354,0.051500797271728516,I0E8AiPFoPI,0.1671607494354248,true,Xmqpvf9yTWo,0.2815706133842468,true,7HJsTkOsr6Q,0.17892757058143616,false,E43Vb0QSKBk,0.16995170712471008,true,rY_U-4uafes,0.22714298963546753,false,N_EqVaeiPZo,0.2697431147098541,true,,,,,,,,,,,,,,,,,,,0.37
254,2024-06-18 00:54:02.784,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2024-06-18 00:56:19.164,not_blacklisted,8,Network Protocols and Their Uses,Reviews of animated series and animated films for children\,Recommendations for Japanese animated series.,"Reviews of ""My Neighbor Totoro"" & ""Spirited Away"" in Japan.",0.07090592384338379,1.6329545974731445,0.0444636344909668,0.16465282440185547,1.9135282039642334,0.05428576469421387,bSHPA3qMepA,0.22921684384346008,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-06-18 01:01:57.395,not_blacklisted,8,Customizing Startup Programs,"Reviews of football equipment and shoes: sneakers, balls, uniforms, etc.\",Nike Mercurial Vapor 14 review in London football pitch scene.,"Specific football equipment reviews: Nike Mercurial Superfly 7, Adidas Predator, Puma evoPower, Mitre Zero",0.927314281463623,15.943522930145264,11.472124338150024,0.1891639232635498,28.543988704681396,0.07451891899108887,AhiZ0pCFJhk,0.22600090503692627,true,mvlTWKkz4bs,0.23581045866012573,true,uEhbhlewaPI,0.2581480145454407,false,YDogTKnl_1o,0.23579058051109314,true,TImrcYoPr9M,0.23007509112358093,true,Yx8TJcSJmrg,0.28080424666404724,true,WTcXy1_ZTfc,0.27411404252052307,true,QnLXUcq6Hgg,0.2790205478668213,true,Qv9M-DOehek,0.15302810072898865,true,51KtHoWaGiw,0.19927871227264404,true,wFBYIbjg6oQ,0.2550601363182068,true,mqdDBgaWy1Y,0.3483259677886963,true,0.37
7,2024-06-18 01:04:04.429,not_blacklisted,8,In-depth analysis of impressionist painting techniques,Impact of soil pollution on biodiversity.\,Effects of heavy metals on Amazonian rainforest fauna,Effects of pesticides on Amazon rainforest birds.,0.7583303451538086,14.904846668243408,0.9443941116333008,0.18369030952453613,16.792598962783813,0.06974458694458008,VDrwsbjErM4,0.22656691074371338,false,S7i0DfRK9tA,0.18951573967933655,false,WOxI0kzE95o,0.2434447556734085,true,IRprXCvjvvo,0.19745975732803345,false,d1S58M57-Fw,0.19862321019172668,true,iK13fnqGiNM,0.18565917015075684,false,WefieNl2Bg4,0.10137507319450378,false,4wC1BNfdLtw,0.1520005166530609,true,24dtEsLSKWg,0.13992547988891602,true,WIC78VkDQqM,0.2218630462884903,true,,,,,,,
166,2024-06-18 01:05:09.362,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2024-06-18 01:08:39.336,not_blacklisted,8,"""Exploring alternate realities in the """"What If...?"""" series by Marvel""",The role of religion in raising children.\,The impact of Christianity on child-rearing in rural America.,Impact of Islamic practices on children's upbringing in Indonesia.,1.0756487846374512,17.921681880950928,1.200885534286499,0.2064054012298584,20.406226634979248,0.07832193374633789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2024-06-18 01:09:29.952,not_blacklisted,8,Types of ancient writing systems,"Review of web development technologies and standards: HTML5, CSS3, ES6\",,,0.456484317779541,8.954924583435059,0.5757589340209961,0.17498183250427246,10.163191795349121,0.05106163024902344,gBUHTk1XGMQ,0.16409562528133392,true,KuKTH4RNqII,0.159341961145401,true,2M8zzr9yM40,0.12758855521678925,true,GjEJpzrmdj8,0.19987764954566956,true,fwDKT2etW8c,0.1231328696012497,true,YvZ-_udJ-TQ,0.136061429977417,true,,,,,,,,,,,,,,,,,,,0.30
39,2024-06-18 01:18:14.871,not_blacklisted,8,The Battle of Waterloo,"Singing Basics: Breathing, Intonation and Articulation\","Specify a more particularized name, type, location or scene within the topic `Singing Basics: Breathing, Intonation and Articulation` to create a more focused, concise topic that is no","8-word variation on the topic ""Singing Basics: Breathing, Intonation, and Articulation"" to be more specific, incorporating particular names, types, locations, or scenes.",0.9539890289306641,17.699278593063354,1.3104043006896973,0.21712970733642578,20.18255043029785,0.07497429847717285,SneGlKUvHX0,0.28088006377220154,true,fhcLlcyg6-U,0.2634546458721161,true,OE-Wpap0jgQ,0.19430392980575562,true,z-XBTXusE_w,0.3091384768486023,true,wyC6xCcl1-o,0.2651858329772949,true,u-G3WCrzI2I,0.2832960784435272,true,PON-9S5a2dw,0.2486630231142044,true,70UWpt7g5Rc,0.17477908730506897,false,X9FXAud8GTE,0.23014938831329346,true,EdH2nwJevfw,0.2416239082813263,false,t42ispSi_s0,0.3206619918346405,true,wJCCiYl4oCo,0.2422606647014618,true,0.40
166,2024-06-18 01:30:12.653,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2024-06-18 01:37:12.817,not_blacklisted,8,Monitoring Systems with Prometheus and Grafana,How scientific conferences work\,"Physics Conference at CERN, Switzerland","Physics conference in Geneva, discussing quantum mechanics.",1.0020380020141602,23.941884517669678,1.2346184253692627,0.18122076988220215,26.36147379875183,0.07444047927856445,G1VqCYfPRbI,0.17912732064723969,false,bdQ_Vj8CfQU,0.21213412284851074,true,XDD6c6YAb_8,0.22211483120918274,true,inNxTBC2yuI,0.1724984049797058,false,ZVWb4jKzZrk,0.11216957867145538,true,IjRJOXx-OHg,0.16747918725013733,false,k9ILwBZ1C48,0.20470982789993286,true,oqWqt03RNSE,0.12276488542556763,false,ta5m4aFgIsw,0.14330631494522095,false,kZAOtO_FLNE,0.11374698579311371,true,OE4OSVV5Bn8,0.12605877220630646,true,ZVnv6Lv7vjY,0.17832297086715698,true,
166,2024-06-18 01:39:17.076,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2024-06-18 01:40:11.383,not_blacklisted,8,Fundamentals of microeconomics,"Archaeological excavations and ancient monuments: Machu Picchu, Petra, Pompeii\","Machu Picchu, Petra, Pompeii: Exploring Ancient Wonders","Incan ruins of Machu Picchu, Jordan's ancient city Petra, and Italy's Pompeii excavations.",0.9201626777648926,18.544626235961914,1.2897372245788574,0.19829034805297852,20.954641580581665,0.07535290718078613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2024-06-18 01:41:07.742,not_blacklisted,8,Differences between a harpsichord and a piano,Secrets of using wax for depilation.\,,,,,,,,,PDlT0YDzYWE,0.25601911544799805,true,uUQQL6HN1Y8,0.19658714532852173,true,tLXmXfPu4b4,0.24414408206939697,false,zwKkp3Uy93c,0.2457769513130188,false,dCqHHwrAQCM,0.1734953224658966,true,3gGslMA8g5Q,0.1548985093832016,true,CCF1JNNX4Uc,0.13970500230789185,true,rEgmr9rMn8o,0.25036659836769104,false,0NOJKFiVGnk,0.259104460477829,true,e2QbglPpAWA,0.22396863996982574,true,sIOcwq_1eLI,0.22714750468730927,false,G3nS_4fiqu4,0.2500506043434143,true,0.43
87,2024-06-18 01:41:58.565,not_blacklisted,8,Memorable theme songs from superhero TV shows,Art and urbanism\,"New York City Street Art"".",Urban street art in New York City,0.9561994075775146,24.12836503982544,1.0975775718688965,0.1816401481628418,26.365270614624023,0.07344913482666016,GL2ehr03HGM,0.16163545846939087,true,cUDTvnMMrQ4,0.17034651339054108,false,6IkU4w4zO40,0.1862659454345703,true,7LYpzr9LPR0,0.14385919272899628,false,cO5sI1_y19o,0.1863393485546112,true,eKYREwk7m1Y,0.21078135073184967,true,uOPCl0Zsp2U,0.2122982293367386,true,cbiIFsY0qsI,0.2136010229587555,false,AsEMs_Oy0lc,0.17465072870254517,true,JRFKGd-8kOk,0.21662771701812744,true,_7rq7Wj4FQI,0.15884307026863098,true,uLTGSIVGVg0,0.13275596499443054,false,0.38
117,2024-06-18 01:44:56.420,not_blacklisted,8,The significance of Superman,How to choose the right SPF cream.\,"SPF for sensitive, acne-prone skin in tropical climates.",Choose SPF cream for beach vacation in tropical destination.,0.939831018447876,18.263492345809937,1.2156388759613037,0.13547825813293457,20.556089878082275,0.07469058036804199,2dR2ObFfqRU,0.3323977291584015,true,vXymIARTD_w,0.2310139536857605,true,Tbz1N5mRQz4,0.354443222284317,true,fKWYLFfK0eA,0.32784903049468994,true,-AORLW8vS1I,0.2299087643623352,false,5tk3UcsV9CA,0.3112446069717407,true,XzyCKhkTo8Y,0.17168785631656647,true,1TQeEouooII,0.2117822766304016,true,387QTqhJyPA,0.28494617342948914,true,rKws-BX1yU8,0.365017831325531,true,wcBLj6sBP_k,0.2637706696987152,true,eZsfVaEJumg,0.2953404188156128,true,0.43
166,2024-06-18 01:48:46.421,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2024-06-18 01:49:50.921,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2024-06-18 01:58:33.524,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2024-06-18 02:05:05.932,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-06-18 02:06:27.830,not_blacklisted,8,The French Revolution and the storming of the Bastille,Reviews of scientific documentaries and TV series\,"Create a specific variation of the topic ""Reviews of scientific documentaries and TV series"" using specific names, types, locations, or scenes, etc., but",,0.9109997749328613,23.256659030914307,1.116678237915039,0.16850757598876953,25.45436716079712,0.07011055946350098,_vFxGhRq4N4,0.17412835359573364,true,mSltJYE5XM4,0.14386838674545288,true,KiqMqQU9IGc,0.18382073938846588,true,uS4Ujf-lVWc,0.1956876814365387,false,yUJg7tcOFcw,0.1620066612958908,true,lZfnaSh9LFY,0.17283675074577332,true,TZuBxeUVfeM,0.180213063955307,true,od47gyAX-rQ,0.2008301466703415,true,dbOWY8BVqJw,0.1629682183265686,true,gRB0EFpOyzY,0.2515345513820648,true,0_hTonV2Ug0,0.26852700114250183,true,,,,0.40
185,2024-06-18 02:08:26.687,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2024-06-18 02:08:28.179,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2024-06-18 02:11:10.318,not_blacklisted,8,Evolution of the drum set in modern music,Football projects on social responsibility of clubs\,Barcelona's sustainable initiatives,,0.8737099170684814,22.406593322753906,5.760542392730713,0.19066238403320312,29.24337673187256,0.0740053653717041,LCLN-I0wnkI,0.27517011761665344,false,h8n4-ckTtVU,0.3032006323337555,true,kiwuBl4UoBY,0.2684100270271301,true,YrsRK2LyScY,0.26484835147857666,true,u96xhOjtIlY,0.3690946698188782,true,Q41xapu8-3k,0.288216233253479,true,ya8r_BtJ67k,0.2545456290245056,true,U89F-BqrLWk,0.2657136917114258,false,Y7CJ6-hCqn4,0.16649752855300903,true,e2J2sPHhXdM,0.2812272310256958,true,VodhcGByy_I,0.19894908368587494,true,vVLVGc4yU5Q,0.0871749073266983,true,0.40
216,2024-06-18 02:14:00.187,not_blacklisted,8,The science of auroras (Northern and Southern Lights),Firearms in an urban environment: features of use\,Beretta M9 in NYC alleyway: tactics and strategy,Tactical AR-15 use in city,1.0564076900482178,19.434701681137085,1.3855657577514648,0.2073664665222168,22.08576488494873,0.07397961616516113,9Cc9KHNsHd4,0.19506403803825378,true,vTd9oRSr2Z8,0.2197876274585724,false,CnR-K6-I3GA,0.14540210366249084,true,2_fDQmmeLqI,0.11589358747005463,false,bvoaCFj6PzI,0.13929075002670288,true,KB24YmX-Ne0,0.25223636627197266,false,XUhToHcSBfs,0.19687405228614807,true,8KFhzQXfdY8,0.14986571669578552,true,uDYbpWdJel0,0.05695359408855438,true,ro8XlO9cXHc,0.24937069416046143,true,UCkC7y5CLkw,0.15376493334770203,true,NKswaNSSFD0,0.19765548408031464,true,0.40
